7,35830,3477,319,125,42609,14512,23231,4,2,56,Silly Jaguar 35
9,27389,30752,476,162,32296,23781,49532,4,1,40,Unique Wolf 121
4,73760,42255,374,104,13242,1601,9467,4,2,50,Unique Owl 559
1,69268,12640,458,120,21996,12642,3404,2,2,50,Brave Xerus 73
10,99086,42600,466,108,7200,5598,24818,4,2,40,Merry Panda 607
4,59458,34360,128,45,18001,15365,29936,1,1,40,Kind Lion 224
4,82108,22057,445,19,28887,24621,37375,2,2,50,Quiet Quokka 747
9,49956,12218,162,93,9059,8014,7303,4,2,21,Quiet Bear 935
1,4857,16749,222,115,16579,12233,20552,1,2,40,Vibrant Falcon 311
7,58052,31006,141,128,11523,24340,26115,1,2,30,Youthful Dragon 334
1,99333,40010,246,123,18564,2288,18078,1,1,40,Happy Wolf 236
3,73023,18545,484,180,48535,19696,33590,3,2,50,Calm Tiger 615
8,16169,23506,34,169,41985,3082,20560,4,2,56,Youthful Monkey 186
3,79061,39997,403,143,35290,24784,5034,3,2,40,Calm Bear 962
1,53636,36215,72,89,33481,8215,11611,1,1,30,Gentle Giraffe 711
3,63771,26849,205,109,22181,11580,32302,4,1,21,Rational Falcon 519
7,54322,10511,58,173,25199,18502,18120,1,2,40,Lively Bear 433
4,28692,41806,79,191,12157,1679,41904,1,2,30,Eager Tiger 574
7,77731,7138,126,37,31143,17763,8187,2,2,56,Zealous Horse 166
7,17736,40984,464,26,14488,7626,2916,4,2,40,Thoughtful Panda 116
5,90091,7011,40,12,40339,17965,13137,1,1,30,Rational Squirrel 132
1,15854,34872,91,30,48217,20966,43856,4,2,40,Xenial Eagle 876
10,30918,33643,393,27,4987,11073,15282,3,2,21,Calm Horse 579
7,72105,30503,499,166,34489,25184,38281,1,2,50,Fancy Dragon 295
9,65770,7024,362,17,2289,28408,46771,2,1,56,Lively Monkey 840
6,6184,22711,491,71,37917,29068,5748,2,2,30,Silly Owl 836
1,76427,23084,295,5,49609,26488,8825,2,2,21,Brave Lion 663
6,83821,48818,19,155,36392,20365,37067,1,1,50,Happy Falcon 733
7,11748,5117,16,48,6316,8637,47701,4,1,40,Brave Tiger 822
4,88720,13058,176,183,24372,28675,47541,3,1,50,Rational Monkey 118
5,78039,38646,33,157,12592,28248,18834,1,1,56,Xenial Bear 862
1,65569,16043,92,61,13769,23837,37312,4,2,30,Energetic Jaguar 269
9,92370,22253,440,34,23916,14609,32775,2,2,30,Xenial Cheetah 399
9,88450,43381,467,135,18356,18817,49660,4,1,30,Noble Falcon 869
2,55363,44047,146,17,14274,12423,31540,3,1,50,Jolly Panda 548
7,20686,3732,485,66,23934,19990,1559,1,1,56,Kind Squirrel 927
9,17458,38789,83,27,35471,22470,27004,1,1,30,Witty Eagle 781
2,90390,41220,297,17,12669,20388,6568,1,1,21,Inventive Giraffe 344
3,56575,12544,358,37,7584,13552,30525,1,1,56,Xenial Panda 311
8,93648,29770,318,141,10296,21963,32830,3,2,21,Jolly Jaguar 543
4,62962,4935,155,172,40821,14340,43232,1,1,30,Jolly Zebra 756
4,47790,1518,322,155,24214,3907,15651,1,1,50,Youthful Artist 609
8,82548,27784,269,166,30518,16807,27003,2,2,50,Zealous Dragon 468
2,94724,38067,113,32,9797,22741,25058,2,2,40,Calm Lion 639
4,36565,32734,102,130,48639,22783,29661,2,1,40,Delightful Owl 911
1,78771,15519,306,88,4403,4297,46198,1,1,21,Eager Narwhal 694
7,36883,1394,332,161,38897,28444,46319,1,2,50,Proud Lion 343
7,20008,21747,297,52,16047,3140,13247,3,2,50,Eager Dragon 195
8,22607,3971,357,157,33612,23418,23792,4,1,56,Lively Squirrel 689
3,66593,20489,86,0,46372,24893,20943,4,1,50,Youthful Koala 546
9,52868,37007,251,13,26663,19384,32700,2,1,56,Jolly Cheetah 176
3,87900,44040,240,154,12256,5632,37537,1,1,40,Fancy Giraffe 513
4,94243,32206,120,76,30468,4982,41165,2,1,50,Rational Xerus 961
3,67298,39779,498,121,8779,21057,37817,2,2,50,Vibrant Unicorn 753
9,75577,41343,364,142,19175,12486,39762,3,2,21,Happy Lion 371
4,82665,8724,290,97,17090,21552,41407,2,1,40,Youthful Artist 694
10,89722,6146,193,31,41723,9037,23476,1,1,30,Merry Monkey 210
5,8280,30244,93,168,2123,24215,25031,1,1,30,Kind Panda 695
9,35448,10324,22,74,38490,5066,38248,3,1,40,Calm Lion 354
5,75293,8068,62,81,2489,23544,11246,1,1,50,Youthful Rabbit 240
1,73737,15905,345,15,46417,9533,44368,2,1,40,Zealous Horse 798
4,50524,15268,136,59,31632,27534,45392,1,2,50,Brave Giraffe 834
8,11209,9215,384,83,13190,7380,6872,1,1,56,Energetic Iguana 861
1,71310,8071,67,103,41255,6902,27927,1,1,40,Proud Vulture 759
8,10192,41357,342,130,29652,22854,42648,2,1,21,Noble Falcon 166
2,68581,23665,254,93,8503,22044,1718,1,2,30,Zealous Squirrel 666
3,91302,38458,124,28,44342,8466,42629,4,1,50,Vibrant Bear 620
4,69701,35037,427,120,36478,7484,24030,2,1,30,Merry Zebra 499
4,1493,25977,481,158,22501,19220,24080,3,1,50,Eager Owl 892
9,1285,37953,263,193,47918,19906,25112,2,1,50,Unique Artist 148
10,68473,48258,282,128,3778,18300,42484,2,1,56,Vibrant Monkey 939
6,92421,29872,172,178,17053,17223,34084,2,2,30,Delightful Quokka 675
1,5950,11265,25,145,36627,12770,7581,1,1,56,Witty Eagle 330
1,94301,12221,270,34,4826,14687,32278,1,2,50,Kind Eagle 459
9,90360,14165,278,105,21253,12163,37510,3,1,50,Fancy Xerus 547
2,34205,28100,172,66,8933,23000,25813,1,2,40,Silly Falcon 459
5,34828,2639,13,87,5211,22849,27825,2,1,50,Quiet Lion 127
3,20202,22917,420,70,33259,19093,12996,2,2,30,Vibrant Zebra 27
3,16499,6715,483,32,43982,25345,49442,4,2,50,Unique Rabbit 841
10,41436,25750,464,65,13823,27130,1964,1,1,56,Quiet Owl 324
8,24446,20780,497,190,42786,6860,34199,4,2,21,Vibrant Koala 350
9,22611,28494,460,133,3094,22916,46008,4,1,30,Merry Panda 855
3,68826,8463,272,101,1182,16374,13547,4,2,50,Calm Owl 851
6,46361,3004,42,198,40616,20894,16205,3,1,21,Xenial Zebra 591
2,31107,17474,183,59,48928,5199,41820,1,2,50,Jolly Squirrel 417
3,99354,42786,119,135,7269,26505,39259,3,2,21,Xenial Xerus 84
6,77301,35371,314,49,23541,27035,46030,4,2,30,Gentle Zebra 71
2,32656,15018,190,21,25621,18832,30490,3,2,50,Silly Dragon 38
7,48278,16117,118,177,9004,27496,15410,3,1,30,Eager Tiger 778
2,6982,24924,391,2,35886,10427,23506,3,2,21,Energetic Zebra 494
9,84405,39117,347,65,19287,17411,11254,3,1,40,Delightful Owl 677
6,88313,24350,328,44,31750,18515,7368,4,2,50,Proud Narwhal 525
6,92015,13480,283,41,42826,3558,49956,1,1,30,Optimistic Bear 194
9,85192,21018,224,112,9166,1889,21692,3,1,50,Unique Unicorn 538
8,20525,34118,482,148,49207,10749,45066,2,1,50,Eager Unicorn 721
2,56167,28675,215,144,48624,22173,4758,4,1,56,Silly Quokka 93
4,7029,47840,289,187,13317,2513,17533,2,1,21,Witty Narwhal 720
6,79685,38519,309,167,44033,21110,27427,1,2,30,Silly Eagle 96
6,93269,5572,392,2,48442,23000,23834,3,1,56,Kind Iguana 539
10,65720,20095,296,174,21505,12027,31325,1,1,50,Quiet Rabbit 320
2,40816,564,14,7,6558,23100,21434,1,1,50,Calm Jaguar 456
9,37363,30287,262,42,10551,3883,36777,3,2,56,Thoughtful Xerus 538
10,10856,15648,213,124,5642,20003,11418,3,2,56,Rational Giraffe 507
7,38223,3652,255,116,38386,16717,15621,3,2,30,Witty Lion 532
8,41733,11017,173,35,19726,29048,18676,2,1,40,Merry Xerus 811
3,62322,22795,189,123,11659,24408,32091,1,2,40,Happy Yak 958
3,96902,2004,462,50,32817,854,48034,2,2,21,Delightful Bear 907
8,92416,4204,379,85,31849,7588,11638,2,2,56,Unique Zebra 699
6,15971,39022,75,12,47118,14689,36183,4,2,30,Optimistic Koala 149
2,47129,10569,375,33,36633,24957,43863,4,2,56,Zealous Falcon 637
4,94641,15243,423,134,9425,7719,33186,2,2,21,Witty Zebra 130
10,55305,4009,11,157,47713,14779,36140,1,2,30,Happy Yak 556
2,84242,6765,377,82,3267,9081,4716,2,2,40,Proud Giraffe 131
6,72773,42542,72,185,11493,9949,47861,2,1,40,Rational Narwhal 433
4,54190,38232,459,159,13456,26419,15214,2,2,40,Kind Iguana 145
10,64725,15689,241,168,20686,10069,22187,4,1,56,Delightful Falcon 256
1,61286,14738,51,111,20322,7903,46229,1,1,21,Kind Xerus 480
2,34723,14361,39,26,39437,4679,30343,4,2,50,Noble Iguana 760
8,77539,23623,110,173,24885,25352,39898,1,1,56,Proud Squirrel 764
9,61428,31795,283,39,45397,20964,6040,1,1,56,Thoughtful Koala 122
4,3576,2744,412,183,7113,29672,38721,1,2,21,Zealous Lion 836
8,85454,8761,16,184,31873,29175,33216,1,1,56,Thoughtful Jaguar 475
5,43064,17845,489,91,40393,616,9394,2,2,40,Gentle Falcon 398
2,77801,4059,324,20,48134,14642,5751,1,1,21,Unique Unicorn 915
4,76201,40116,154,30,34029,22647,3631,2,1,21,Noble Quokka 114
1,75139,11949,175,30,26495,23053,10021,4,2,56,Silly Giraffe 129
6,8739,23697,162,160,4653,11708,22555,4,2,50,Happy Eagle 772
10,24764,45176,499,196,39851,3234,42067,3,2,56,Quiet Eagle 461
2,39748,11970,231,57,6482,21199,26165,2,1,30,Happy Cheetah 221
4,35542,24245,212,184,6486,9820,42781,3,1,40,Thoughtful Xerus 956
1,11942,29592,379,169,6145,3889,45999,3,1,40,Eager Eagle 919
8,99170,4801,102,171,44049,23093,48907,1,1,21,Thoughtful Jaguar 333
1,40314,35704,388,51,14292,2282,23874,1,1,40,Vibrant Narwhal 434
4,55711,48742,209,41,46926,23091,37280,2,2,21,Inventive Yak 438
1,95593,1666,57,164,41667,20404,11658,1,1,30,Zealous Falcon 662
2,74581,21297,129,134,29971,23629,6260,3,2,21,Thoughtful Panda 730
4,43522,24929,306,30,16219,22637,38185,4,1,50,Lively Xerus 191
9,4137,17060,149,109,1431,25746,44184,1,2,56,Kind Wolf 742
10,8155,6109,119,131,11814,8808,19943,3,1,56,Quiet Cheetah 243
4,31619,40629,422,93,34967,28124,26688,1,1,21,Proud Jaguar 583
3,8148,11631,302,168,10460,19632,2457,2,1,50,Witty Rabbit 271
8,21746,11606,279,123,44183,15032,35162,4,2,56,Quiet Bear 481
4,27715,26138,381,50,19120,27700,2399,2,1,40,Witty Artist 239
9,96663,35973,160,37,36458,18483,5727,3,2,50,Optimistic Narwhal 227
2,39086,11622,209,36,30826,25657,20451,4,2,30,Merry Koala 637
7,14108,1623,195,8,18264,17951,8874,3,1,21,Youthful Bear 311
10,84790,3076,221,114,42090,10943,37860,4,1,56,Jolly Horse 536
10,35153,48382,167,76,12835,20719,4693,4,1,56,Jolly Rabbit 889
4,12117,44360,154,17,574,11875,45130,1,2,56,Quiet Eagle 421
4,61469,27829,361,52,19906,17988,2227,3,2,56,Jolly Jaguar 748
2,83941,26303,198,9,47697,10120,40080,4,2,30,Gentle Unicorn 142
10,50786,15800,404,85,28904,24369,15814,2,2,40,Noble Xerus 409
4,49424,21662,349,49,8904,15102,1857,2,1,21,Silly Lion 691
2,10209,33210,89,14,35063,19862,30873,2,1,50,Delightful Owl 826
7,56838,25008,159,43,14350,8414,1787,1,1,40,Happy Panda 497
5,86505,9401,480,38,3706,16351,35319,1,2,40,Silly Xerus 529
1,65545,39969,65,74,49288,22672,9511,1,1,30,Lively Zebra 81
4,28333,7613,209,112,656,17228,15824,3,1,40,Jolly Bear 322
6,92004,15265,214,47,29049,12409,17271,1,2,30,Silly Jaguar 933
4,31636,21508,295,117,43487,15010,32860,3,1,21,Silly Giraffe 752
4,79193,21257,379,81,46831,28294,19633,3,2,21,Inventive Rabbit 880
6,27644,32486,323,53,45642,3330,36622,1,2,56,Kind Cheetah 97
10,3897,48660,168,37,49045,17741,14045,1,2,40,Eager Artist 761
9,89382,21386,435,4,12214,8591,33531,4,2,50,Happy Jaguar 293
8,73393,48490,50,12,42410,21721,21929,4,1,30,Eager Koala 80
3,37659,7896,396,58,11383,18480,46843,1,1,56,Merry Zebra 827
10,6641,14473,295,113,48835,10323,41354,3,1,50,Quiet Falcon 384
7,45786,1315,288,191,38127,11093,12946,2,2,50,Delightful Monkey 595
2,65383,26476,148,113,48088,27978,6390,1,2,56,Zealous Dragon 567
8,85996,28020,279,173,14367,6960,38330,4,2,21,Eager Dragon 731
5,48507,15204,441,75,40198,15374,9662,4,2,30,Zealous Vulture 675
4,13573,24390,149,83,36177,8240,33031,3,1,40,Happy Quokka 602
9,25518,44267,350,176,14410,2882,41334,4,1,30,Proud Panda 181
4,23970,10385,486,122,48677,11730,40450,2,2,50,Brave Xerus 188
6,37130,30309,316,28,42691,13693,13883,1,1,40,Thoughtful Monkey 20
4,64139,21802,478,4,46381,21355,35139,3,1,50,Thoughtful Zebra 670
6,1932,26846,24,58,24631,11820,5602,2,1,40,Youthful Iguana 863
5,20546,12186,161,81,16531,19542,32195,1,2,30,Youthful Lion 45
5,30588,3659,144,138,25315,10892,13230,2,1,21,Brave Rabbit 715
5,17216,20845,159,124,44070,5801,4205,3,1,40,Kind Artist 600
2,8554,29869,253,177,25523,25069,39884,3,1,56,Brave Iguana 175
5,25308,28879,364,3,6212,3530,7548,2,2,21,Noble Iguana 343
9,86102,25749,51,80,10015,8139,32479,3,2,30,Kind Artist 791
10,64780,20178,398,3,37903,8866,37886,4,1,21,Jolly Iguana 198
5,6374,13900,383,4,2492,2703,4898,2,2,56,Inventive Owl 646
9,90901,36361,150,154,48782,5241,8319,4,1,56,Xenial Horse 348
7,20859,46954,126,51,17345,10935,17593,1,2,21,Zealous Artist 883
1,27342,2525,139,32,45551,7703,21143,4,1,56,Rational Xerus 324
5,58873,15385,65,200,44575,24099,39927,3,2,21,Inventive Jaguar 979
4,9664,17258,452,24,416,5317,17681,4,2,40,Vibrant Horse 821
5,36658,34360,300,25,28443,25825,28425,2,2,21,Gentle Monkey 913
5,71366,26856,261,146,29081,6160,37441,2,2,40,Calm Jaguar 480
6,40415,25602,212,83,42180,818,35234,1,1,56,Silly Squirrel 384
2,87380,25435,166,95,10353,7921,39904,3,1,40,Unique Jaguar 39
4,6331,49515,172,149,49591,13873,19417,3,2,56,Lively Narwhal 158
5,47564,6366,290,171,23082,24408,7641,2,2,40,Rational Quokka 570
9,52266,40733,121,75,35900,9019,16443,4,1,50,Noble Panda 311
3,89333,1476,133,58,15612,5603,3325,3,1,56,Zealous Vulture 77
6,2638,30108,23,144,14172,12286,26503,2,2,21,Proud Eagle 178
2,10214,3245,380,146,49505,18481,32004,2,1,56,Thoughtful Bear 799
5,42537,27714,416,131,41581,7701,43424,2,2,50,Thoughtful Narwhal 615
10,31246,30842,248,163,45317,23195,15485,4,2,40,Brave Jaguar 206
8,14239,42825,349,164,15034,20753,6579,1,1,40,Gentle Bear 190
4,17056,24832,192,12,31538,6076,34133,2,1,30,Zealous Artist 981
9,38178,42160,369,141,37573,1437,15768,4,2,21,Thoughtful Yak 172
9,48286,1079,124,164,48555,9420,27122,2,1,50,Eager Falcon 392
2,93852,44033,77,130,48871,8160,5737,4,2,21,Calm Rabbit 975
7,67292,26442,213,71,27206,534,16631,3,2,50,Noble Unicorn 296
7,35938,11786,440,103,26796,21671,39904,4,2,56,Zealous Narwhal 902
4,58915,14288,402,15,45774,4833,41872,1,2,21,Gentle Wolf 147
9,47730,3175,148,85,22300,17494,6495,2,2,21,Merry Jaguar 617
6,32097,7135,91,168,46325,14937,3903,1,2,30,Proud Wolf 802
9,17003,44685,406,176,48190,26063,25215,4,2,21,Zealous Falcon 426
10,33530,565,417,97,1222,22756,32030,2,2,21,Brave Tiger 241
3,76430,47552,144,171,14652,25544,5008,2,1,30,Merry Dragon 742
9,4072,39678,93,147,25726,19648,18991,3,2,50,Silly Monkey 781
2,73431,37861,404,6,25125,19772,31084,2,2,50,Quiet Jaguar 180
4,62894,8236,472,16,43962,28806,14837,3,1,30,Rational Monkey 529
9,5737,27002,316,110,30816,1024,13229,3,1,21,Lively Xerus 323
9,93016,23128,11,136,573,13368,1834,4,1,21,Thoughtful Lion 820
6,42204,19696,285,86,27017,16065,34725,3,2,21,Fancy Cheetah 688
4,40812,14565,336,49,35641,19228,2970,4,1,40,Delightful Falcon 883
10,71166,28517,458,178,21031,24833,46662,1,2,21,Quiet Jaguar 729
4,45729,23529,124,118,14668,18240,33625,3,2,21,Noble Giraffe 216
10,32891,21088,58,74,49075,4264,23844,2,1,56,Quiet Eagle 760
3,48598,21953,493,158,10645,8086,9023,2,1,40,Noble Giraffe 277
8,22662,23567,88,161,14811,8094,16669,1,1,56,Merry Artist 455
8,22511,35797,477,82,15240,9396,12976,3,2,40,Proud Lion 636
6,20545,49835,307,63,49185,13167,49121,3,2,56,Happy Panda 931
3,84033,983,205,123,9929,19560,45318,2,1,21,Xenial Dragon 672
7,39591,40316,487,25,44106,20898,1229,2,2,56,Quiet Zebra 326
3,80964,16224,148,105,35549,7534,1936,3,2,30,Thoughtful Panda 59
1,67668,36899,417,38,39868,3759,12480,2,2,40,Rational Monkey 195
3,58802,1252,382,62,45091,3783,19970,4,1,40,Jolly Owl 171
2,47805,39262,414,73,10543,2867,3317,1,2,56,Inventive Rabbit 379
8,54045,30610,123,119,10116,22130,22207,3,2,56,Jolly Owl 483
3,14159,48252,268,163,13217,4647,33736,4,1,56,Vibrant Cheetah 975
8,60260,21303,397,179,22484,11202,19804,4,1,30,Gentle Zebra 419
7,52362,4631,43,20,33331,17616,30946,4,1,40,Zealous Narwhal 389
1,76041,31545,61,159,48841,26178,8312,1,2,30,Inventive Monkey 912
8,98689,6690,216,133,22834,24515,30995,4,1,50,Gentle Monkey 181
7,59442,21099,190,85,39867,2948,48109,1,2,50,Gentle Giraffe 698
8,91153,22713,357,151,1376,4299,13054,3,2,21,Jolly Owl 980
8,77644,30758,382,23,26365,9479,34363,1,2,50,Calm Falcon 607
1,43624,35989,399,143,984,16694,9264,2,2,50,Thoughtful Artist 294
4,67129,33603,33,28,29621,24836,21683,2,1,50,Happy Artist 233
4,97178,19051,478,68,40412,17846,13930,3,2,40,Vibrant Narwhal 757
9,68585,30982,368,18,19009,20880,46938,2,1,50,Vibrant Jaguar 946
2,3554,30778,136,156,18418,28501,19612,4,1,21,Happy Yak 569
8,76529,34634,62,75,39634,29321,27163,3,1,40,Noble Squirrel 745
10,16891,49132,43,19,26093,25401,29787,4,1,21,Happy Squirrel 999
5,36725,14259,301,190,8483,23631,20573,2,1,56,Inventive Vulture 488
9,44855,5747,218,29,30209,25820,43725,1,1,56,Optimistic Quokka 725
6,61367,15849,36,86,48555,7972,6140,1,2,21,Witty Iguana 629
5,57380,12368,130,79,20315,8164,9587,2,1,56,Proud Zebra 23
8,95050,3827,22,5,33925,6177,1561,4,1,56,Optimistic Eagle 679
4,57519,13688,16,35,11317,5008,30835,4,1,21,Rational Cheetah 363
5,13582,30996,441,141,31471,3506,42505,4,1,40,Vibrant Yak 179
1,14043,33472,166,110,46995,14315,10289,2,1,50,Optimistic Dragon 124
6,91874,21093,161,75,24450,4517,18945,4,2,21,Calm Koala 617
1,95209,3606,286,145,21800,7421,30330,2,1,50,Youthful Falcon 482
10,68041,40686,148,182,43959,9706,45375,1,1,21,Merry Giraffe 343
3,75167,5812,14,107,27109,2239,36090,1,2,40,Eager Eagle 810
6,35139,9548,383,85,32363,13864,8612,2,1,21,Silly Eagle 29
9,26147,37776,29,72,11934,6361,34023,3,2,40,Merry Narwhal 754
8,57333,21220,194,183,41276,12034,13416,4,2,21,Quiet Xerus 4
2,33802,8709,30,90,44980,29714,7014,1,1,30,Energetic Dragon 754
8,29617,18700,144,120,23785,27431,46614,4,1,56,Quiet Jaguar 430
10,46642,30850,495,41,16312,3901,34640,2,1,21,Xenial Narwhal 378
10,80529,22855,101,83,6467,25464,44126,2,2,30,Calm Wolf 613
6,71063,3591,432,48,39307,1650,44394,4,1,40,Calm Unicorn 465
9,82215,7904,149,196,20245,2031,13102,1,2,21,Unique Zebra 907
7,90449,13766,386,42,8159,5509,8531,2,1,21,Delightful Koala 497
10,57303,11290,266,121,36066,4151,15725,3,1,30,Merry Dragon 14
9,42211,2623,206,195,19737,1024,48760,3,1,56,Eager Tiger 904
2,78592,24314,491,95,26245,22572,23727,3,1,56,Jolly Koala 585
2,12103,42047,374,160,47969,14473,49637,4,1,56,Fancy Unicorn 573
9,42983,13429,247,72,31292,19922,4227,2,1,50,Lively Koala 999
9,2475,4199,213,85,31098,3041,43904,2,2,50,Noble Unicorn 384
4,47503,24638,27,180,5479,3339,18839,3,1,56,Calm Yak 443
10,53825,24148,365,22,33686,9152,22226,3,2,21,Unique Dragon 619
1,52627,32515,185,176,24967,7486,27390,4,2,56,Merry Yak 581
8,83073,23218,499,119,32502,26089,33500,1,1,21,Calm Quokka 187
4,64875,7430,453,169,33818,8260,6933,2,2,30,Thoughtful Giraffe 728
4,34188,34815,21,172,156,1758,24514,1,1,21,Zealous Yak 371
5,21922,47001,289,34,14115,1129,34420,1,2,50,Youthful Lion 646
2,48398,27347,495,93,41273,6119,38781,3,1,30,Lively Koala 564
6,65672,44887,284,9,30547,19088,49328,2,2,40,Unique Yak 367
10,64273,1898,49,164,34121,3038,20561,2,1,50,Optimistic Quokka 81
6,18791,46855,194,92,38315,20910,39868,1,2,21,Rational Monkey 198
4,56913,14552,300,20,37662,19798,5541,4,1,40,Gentle Squirrel 780
3,99227,40390,337,32,31930,22171,4805,2,1,56,Vibrant Panda 629
3,74428,33171,93,130,19054,2265,29850,1,1,21,Youthful Unicorn 939
6,30575,21286,105,117,27736,2474,3797,4,2,40,Silly Rabbit 195
7,6921,25898,478,178,21100,1117,9594,2,2,50,Eager Panda 209
7,61507,14937,225,191,15593,24465,24851,3,1,50,Merry Panda 275
5,52828,22915,299,106,41463,18011,5295,3,1,50,Energetic Horse 86
7,64033,794,43,38,8991,23906,10125,3,2,50,Inventive Dragon 950
2,69798,5165,172,198,6163,16651,37542,4,1,30,Delightful Xerus 908
7,47497,47230,86,121,28805,24464,25309,2,2,40,Thoughtful Eagle 381
2,88641,2404,356,78,46380,13631,30143,2,2,40,Kind Tiger 186
4,32466,26992,397,170,8630,615,16428,3,1,50,Silly Iguana 609
7,35621,33215,497,107,47843,15517,36672,3,2,30,Gentle Giraffe 311
9,94421,49261,279,10,29604,23387,27399,1,2,40,Delightful Zebra 619
10,60576,9696,203,103,24006,730,22182,3,1,56,Jolly Cheetah 968
5,34314,18646,136,198,7445,19913,22891,3,1,21,Eager Bear 273
1,55775,5347,172,91,15408,14405,13245,4,2,30,Energetic Unicorn 362
2,78395,27325,15,108,40182,27757,18629,3,1,40,Silly Cheetah 647
5,41622,24510,411,20,20760,6264,1014,3,2,56,Zealous Wolf 842
10,43747,38584,279,190,21181,12865,22033,4,2,56,Noble Tiger 747
9,82187,6489,139,141,29663,16366,6815,4,2,40,Rational Monkey 100
10,79520,12245,109,21,10652,4150,2772,2,1,30,Xenial Narwhal 771
8,66931,2923,218,33,29028,17563,27662,4,1,30,Youthful Unicorn 676
7,98259,8814,105,162,26627,16857,17510,4,1,40,Energetic Xerus 67
6,82233,39659,193,149,9151,5388,13021,3,1,40,Zealous Bear 871
2,59062,29435,183,106,2308,18501,39392,3,2,50,Kind Narwhal 865
7,74512,45925,188,81,46876,22891,21484,3,2,50,Youthful Zebra 813
4,28953,6997,70,23,47628,1104,5942,2,1,21,Kind Dragon 879
8,79246,9411,399,16,13889,20085,11203,3,2,21,Noble Yak 276
6,26007,9488,339,136,7477,23631,8044,3,2,56,Calm Zebra 640
5,25050,7674,132,178,32987,2715,22778,4,2,40,Kind Xerus 738
6,55441,12863,207,40,30040,25318,32578,1,1,40,Lively Owl 459
7,6736,40201,241,97,36708,28771,47547,1,1,21,Witty Lion 909
8,1025,32105,289,68,24739,29387,16969,4,2,56,Unique Rabbit 922
7,87526,46227,158,161,7724,26422,16631,1,2,21,Silly Tiger 89
4,70060,30416,117,138,2207,14397,24705,2,2,50,Rational Wolf 775
10,16507,22189,68,94,30125,3776,33174,3,2,40,Inventive Zebra 781
10,14156,13698,295,4,17651,13906,12179,1,1,50,Unique Wolf 443
7,15349,33548,455,0,9436,5028,23020,2,2,50,Zealous Narwhal 951
4,23726,3996,370,33,45431,13967,35507,4,1,21,Gentle Cheetah 147
8,34667,18755,342,63,3790,29256,12137,3,2,50,Energetic Panda 573
7,17162,17530,439,85,8194,875,37697,3,2,21,Delightful Quokka 264
3,65760,4825,372,92,10528,18233,1545,3,2,50,Witty Lion 963
5,41721,9074,209,88,24861,6842,46161,4,1,50,Brave Xerus 161
2,92820,22065,436,10,39173,17931,29945,3,2,50,Energetic Dragon 334
7,97171,1853,194,104,2348,29354,20129,2,2,56,Delightful Wolf 52
